🦵🏻	جلد کی ہلکی رنگت, عضو, ٹانگ, ٹانگ: جلد کی ہلکی رنگت, ٹھوکر
🏇🏻	جلد کی ہلکی رنگت, دوڑ, کھیل, گھوڑا, گھڑ دوڑ, گھڑ دوڑ: جلد کی ہلکی رنگت
🏇🏼	جلد کی درمیانی -ہلکی رنگت, دوڑ, کھیل, گھوڑا, گھڑ دوڑ, گھڑ دوڑ: جلد کی درمیانی -ہلکی رنگت
🏇🏽	جلد کی درمیانی رنگت, دوڑ, کھیل, گھوڑا, گھڑ دوڑ, گھڑ دوڑ: جلد کی درمیانی رنگت
🏇🏾	جلد کی درمیانی سیاہ رنگت, دوڑ, کھیل, گھوڑا, گھڑ دوڑ, گھڑ دوڑ: جلد کی درمیانی سیاہ رنگت
🏇🏿	جلد کی سیاہ رنگت, دوڑ, کھیل, گھوڑا, گھڑ دوڑ, گھڑ دوڑ: جلد کی سیاہ رنگت
🏂🏻	اسکائی, برف, جلد کی ہلکی رنگت, سنو بورڈ, سنو بورڈر, سنو بورڈر: جلد کی ہلکی رنگت
🏂🏼	اسکائی, برف, جلد کی درمیانی -ہلکی رنگت, سنو بورڈ, سنو بورڈر, سنو بورڈر: جلد کی درمیانی -ہلکی رنگت
🏂🏽	اسکائی, برف, جلد کی درمیانی رنگت, سنو بورڈ, سنو بورڈر, سنو بورڈر: جلد کی درمیانی رنگت
🏂🏾	اسکائی, برف, جلد کی درمیانی سیاہ رنگت, سنو بورڈ, سنو بورڈر, سنو بورڈر: جلد کی درمیانی سیاہ رنگت
🏂🏿	اسکائی, برف, جلد کی سیاہ رنگت, سنو بورڈ, سنو بورڈر, سنو بورڈر: جلد کی سیاہ رنگت
🏌🏻	جلد کی ہلکی رنگت, کھلاڑی, گالف, گالف کا کھلاڑی, گالف کا کھلاڑی: جلد کی ہلکی رنگت
🏌🏼	جلد کی درمیانی -ہلکی رنگت, کھلاڑی, گالف, گالف کا کھلاڑی, گالف کا کھلاڑی: جلد کی درمیانی -ہلکی رنگت
🏌🏽	جلد کی درمیانی رنگت, کھلاڑی, گالف, گالف کا کھلاڑی, گالف کا کھلاڑی: جلد کی درمیانی رنگت
🏌🏾	جلد کی درمیانی سیاہ رنگت, کھلاڑی, گالف, گالف کا کھلاڑی, گالف کا کھلاڑی: جلد کی درمیانی سیاہ رنگت
🏌🏿	جلد کی سیاہ رنگت, کھلاڑی, گالف, گالف کا کھلاڑی, گالف کا کھلاڑی: جلد کی سیاہ رنگت
🏌🏻‍♂	جلد کی ہلکی رنگت, مرد, کھلاڑی, کھیلنا, گالف, گالف کھیلتا ہوا مرد, گالف کھیلتا ہوا مرد: جلد کی ہلکی رنگت
🏌🏼‍♂	جلد کی درمیانی -ہلکی رنگت, مرد, کھلاڑی, کھیلنا, گالف, گالف کھیلتا ہوا مرد, گالف کھیلتا ہوا مرد: جلد کی درمیانی -ہلکی رنگت
🏌🏽‍♂	جلد کی درمیانی رنگت, مرد, کھلاڑی, کھیلنا, گالف, گالف کھیلتا ہوا مرد, گالف کھیلتا ہوا مرد: جلد کی درمیانی رنگت
🏌🏾‍♂	جلد کی درمیانی سیاہ رنگت, مرد, کھلاڑی, کھیلنا, گالف, گالف کھیلتا ہوا مرد, گالف کھیلتا ہوا مرد: جلد کی درمیانی سیاہ رنگت
🏌🏿‍♂	جلد کی سیاہ رنگت, مرد, کھلاڑی, کھیلنا, گالف, گالف کھیلتا ہوا مرد, گالف کھیلتا ہوا مرد: جلد کی سیاہ رنگت
🏌🏻‍♀	جلد کی ہلکی رنگت, عورت, کھلاڑی, کھیلنا, گالف, گالف کھیلتی ہوئی عورت, گالف کھیلتی ہوئی عورت: جلد کی ہلکی رنگت
🏌🏼‍♀	جلد کی درمیانی -ہلکی رنگت, عورت, کھلاڑی, کھیلنا, گالف, گالف کھیلتی ہوئی عورت, گالف کھیلتی ہوئی عورت: جلد کی درمیانی -ہلکی رنگت
🏌🏽‍♀	جلد کی درمیانی رنگت, عورت, کھلاڑی, کھیلنا, گالف, گالف کھیلتی ہوئی عورت, گالف کھیلتی ہوئی عورت: جلد کی درمیانی رنگت
🏌🏾‍♀	جلد کی درمیانی سیاہ رنگت, عورت, کھلاڑی, کھیلنا, گالف, گالف کھیلتی ہوئی عورت, گالف کھیلتی ہوئی عورت: جلد کی درمیانی سیاہ رنگت
🏌🏿‍♀	جلد کی سیاہ رنگت, عورت, کھلاڑی, کھیلنا, گالف, گالف کھیلتی ہوئی عورت, گالف کھیلتی ہوئی عورت: جلد کی سیاہ رنگت
🏄🏻	تختہ, جلد کی ہلکی رنگت, سرف, سرفر, سرفر: جلد کی ہلکی رنگت, پانی
🏄🏼	تختہ, جلد کی درمیانی -ہلکی رنگت, سرف, سرفر, سرفر: جلد کی درمیانی -ہلکی رنگت, پانی
🏄🏽	تختہ, جلد کی درمیانی رنگت, سرف, سرفر, سرفر: جلد کی درمیانی رنگت, پانی
🏄🏾	تختہ, جلد کی درمیانی سیاہ رنگت, سرف, سرفر, سرفر: جلد کی درمیانی سیاہ رنگت, پانی
🏄🏿	تختہ, جلد کی سیاہ رنگت, سرف, سرفر, سرفر: جلد کی سیاہ رنگت, پانی
🏄🏻‍♂	تختہ, جلد کی ہلکی رنگت, سرفنگ کرتا ہوا مرد, سرفنگ کرتا ہوا مرد: جلد کی ہلکی رنگت, مرد, پانی, کھیلنا
🏄🏼‍♂	تختہ, جلد کی درمیانی -ہلکی رنگت, سرفنگ کرتا ہوا مرد, سرفنگ کرتا ہوا مرد: جلد کی درمیانی -ہلکی رنگت, مرد, پانی, کھیلنا
🏄🏽‍♂	تختہ, جلد کی درمیانی رنگت, سرفنگ کرتا ہوا مرد, سرفنگ کرتا ہوا مرد: جلد کی درمیانی رنگت, مرد, پانی, کھیلنا
🏄🏾‍♂	تختہ, جلد کی درمیانی سیاہ رنگت, سرفنگ کرتا ہوا مرد, سرفنگ کرتا ہوا مرد: جلد کی درمیانی سیاہ رنگت, مرد, پانی, کھیلنا
🏄🏿‍♂	تختہ, جلد کی سیاہ رنگت, سرفنگ کرتا ہوا مرد, سرفنگ کرتا ہوا مرد: جلد کی سیاہ رنگت, مرد, پانی, کھیلنا
🏄🏻‍♀	تختہ, جلد کی ہلکی رنگت, سرفنگ کرتی ہوئی عورت, سرفنگ کرتی ہوئی عورت: جلد کی ہلکی رنگت, عورت, پانی, کھیلنا
🏄🏼‍♀	تختہ, جلد کی درمیانی -ہلکی رنگت, سرفنگ کرتی ہوئی عورت, سرفنگ کرتی ہوئی عورت: جلد کی درمیانی -ہلکی رنگت, عورت, پانی, کھیلنا
🏄🏽‍♀	تختہ, جلد کی درمیانی رنگت, سرفنگ کرتی ہوئی عورت, سرفنگ کرتی ہوئی عورت: جلد کی درمیانی رنگت, عورت, پانی, کھیلنا
🏄🏾‍♀	تختہ, جلد کی درمیانی سیاہ رنگت, سرفنگ کرتی ہوئی عورت, سرفنگ کرتی ہوئی عورت: جلد کی درمیانی سیاہ رنگت, عورت, پانی, کھیلنا
🏄🏿‍♀	تختہ, جلد کی سیاہ رنگت, سرفنگ کرتی ہوئی عورت, سرفنگ کرتی ہوئی عورت: جلد کی سیاہ رنگت, عورت, پانی, کھیلنا
🚣🏻	جلد کی ہلکی رنگت, سواری, چپوؤں والی کشتی, چپوؤں والی کشتی: جلد کی ہلکی رنگت, کشتی
🚣🏼	جلد کی درمیانی -ہلکی رنگت, سواری, چپوؤں والی کشتی, چپوؤں والی کشتی: جلد کی درمیانی -ہلکی رنگت, کشتی
🚣🏽	جلد کی درمیانی رنگت, سواری, چپوؤں والی کشتی, چپوؤں والی کشتی: جلد کی درمیانی رنگت, کشتی
🚣🏾	جلد کی درمیانی سیاہ رنگت, سواری, چپوؤں والی کشتی, چپوؤں والی کشتی: جلد کی درمیانی سیاہ رنگت, کشتی
🚣🏿	جلد کی سیاہ رنگت, سواری, چپوؤں والی کشتی, چپوؤں والی کشتی: جلد کی سیاہ رنگت, کشتی
🚣🏻‍♂	جلد کی ہلکی رنگت, سواری, مرد, پانی, کشتی, کشتی چلاتا ہوا مرد, کشتی چلاتا ہوا مرد: جلد کی ہلکی رنگت
🚣🏼‍♂	جلد کی درمیانی -ہلکی رنگت, سواری, مرد, پانی, کشتی, کشتی چلاتا ہوا مرد, کشتی چلاتا ہوا مرد: جلد کی درمیانی -ہلکی رنگت
🚣🏽‍♂	جلد کی درمیانی رنگت, سواری, مرد, پانی, کشتی, کشتی چلاتا ہوا مرد, کشتی چلاتا ہوا مرد: جلد کی درمیانی رنگت
🚣🏾‍♂	جلد کی درمیانی سیاہ رنگت, سواری, مرد, پانی, کشتی, کشتی چلاتا ہوا مرد, کشتی چلاتا ہوا مرد: جلد کی درمیانی سیاہ رنگت
🚣🏿‍♂	جلد کی سیاہ رنگت, سواری, مرد, پانی, کشتی, کشتی چلاتا ہوا مرد, کشتی چلاتا ہوا مرد: جلد کی سیاہ رنگت
🚣🏻‍♀	جلد کی ہلکی رنگت, سواری, عورت, پانی, کشتی, کشتی چلاتی ہوئی عورت, کشتی چلاتی ہوئی عورت: جلد کی ہلکی رنگت
🚣🏼‍♀	جلد کی درمیانی -ہلکی رنگت, سواری, عورت, پانی, کشتی, کشتی چلاتی ہوئی عورت, کشتی چلاتی ہوئی عورت: جلد کی درمیانی -ہلکی رنگت
🚣🏽‍♀	جلد کی درمیانی رنگت, سواری, عورت, پانی, کشتی, کشتی چلاتی ہوئی عورت, کشتی چلاتی ہوئی عورت: جلد کی درمیانی رنگت
🚣🏾‍♀	جلد کی درمیانی سیاہ رنگت, سواری, عورت, پانی, کشتی, کشتی چلاتی ہوئی عورت, کشتی چلاتی ہوئی عورت: جلد کی درمیانی سیاہ رنگت
🚣🏿‍♀	جلد کی سیاہ رنگت, سواری, عورت, پانی, کشتی, کشتی چلاتی ہوئی عورت, کشتی چلاتی ہوئی عورت: جلد کی سیاہ رنگت
🏊🏻	تیراک, تیراک: جلد کی ہلکی رنگت, تیراکی, جلد کی ہلکی رنگت, پانی
🏊🏼	تیراک, تیراک: جلد کی درمیانی -ہلکی رنگت, تیراکی, جلد کی درمیانی -ہلکی رنگت, پانی
🏊🏽	تیراک, تیراک: جلد کی درمیانی رنگت, تیراکی, جلد کی درمیانی رنگت, پانی
🏊🏾	تیراک, تیراک: جلد کی درمیانی سیاہ رنگت, تیراکی, جلد کی درمیانی سیاہ رنگت, پانی
🏊🏿	تیراک, تیراک: جلد کی سیاہ رنگت, تیراکی, جلد کی سیاہ رنگت, پانی
🏊🏻‍♂	تیراکی, تیراکی کرتا ہوا مرد, تیراکی کرتا ہوا مرد: جلد کی ہلکی رنگت, جلد کی ہلکی رنگت, مرد, پانی
🏊🏼‍♂	تیراکی, تیراکی کرتا ہوا مرد, تیراکی کرتا ہوا مرد: جلد کی درمیانی -ہلکی رنگت, جلد کی درمیانی -ہلکی رنگت, مرد, پانی
🏊🏽‍♂	تیراکی, تیراکی کرتا ہوا مرد, تیراکی کرتا ہوا مرد: جلد کی درمیانی رنگت, جلد کی درمیانی رنگت, مرد, پانی
🏊🏾‍♂	تیراکی, تیراکی کرتا ہوا مرد, تیراکی کرتا ہوا مرد: جلد کی درمیانی سیاہ رنگت, جلد کی درمیانی سیاہ رنگت, مرد, پانی
🏊🏿‍♂	تیراکی, تیراکی کرتا ہوا مرد, تیراکی کرتا ہوا مرد: جلد کی سیاہ رنگت, جلد کی سیاہ رنگت, مرد, پانی
🏊🏻‍♀	تیراکی, تیراکی کرتی ہوئی عورت, تیراکی کرتی ہوئی عورت: جلد کی ہلکی رنگت, جلد کی ہلکی رنگت, عورت, پانی
🏊🏼‍♀	تیراکی, تیراکی کرتی ہوئی عورت, تیراکی کرتی ہوئی عورت: جلد کی درمیانی -ہلکی رنگت, جلد کی درمیانی -ہلکی رنگت, عورت, پانی
🏊🏽‍♀	تیراکی, تیراکی کرتی ہوئی عورت, تیراکی کرتی ہوئی عورت: جلد کی درمیانی رنگت, جلد کی درمیانی رنگت, عورت, پانی
🏊🏾‍♀	تیراکی, تیراکی کرتی ہوئی عورت, تیراکی کرتی ہوئی عورت: جلد کی درمیانی سیاہ رنگت, جلد کی درمیانی سیاہ رنگت, عورت, پانی
🏊🏿‍♀	تیراکی, تیراکی کرتی ہوئی عورت, تیراکی کرتی ہوئی عورت: جلد کی سیاہ رنگت, جلد کی سیاہ رنگت, عورت, پانی
⛹🏻	بال, بال سے کھیلتا شخص, بال سے کھیلتا شخص: جلد کی ہلکی رنگت, بندہ, جلد کی ہلکی رنگت
⛹🏼	بال, بال سے کھیلتا شخص, بال سے کھیلتا شخص: جلد کی درمیانی -ہلکی رنگت, بندہ, جلد کی درمیانی -ہلکی رنگت
⛹🏽	بال, بال سے کھیلتا شخص, بال سے کھیلتا شخص: جلد کی درمیانی رنگت, بندہ, جلد کی درمیانی رنگت
⛹🏾	بال, بال سے کھیلتا شخص, بال سے کھیلتا شخص: جلد کی درمیانی سیاہ رنگت, بندہ, جلد کی درمیانی سیاہ رنگت
⛹🏿	بال, بال سے کھیلتا شخص, بال سے کھیلتا شخص: جلد کی سیاہ رنگت, بندہ, جلد کی سیاہ رنگت
⛹🏻‍♂	بال, بال سے کھیلتا ہوا مرد, بال سے کھیلتا ہوا مرد: جلد کی ہلکی رنگت, جلد کی ہلکی رنگت, مرد, میدان, کھیلنا
⛹🏼‍♂	بال, بال سے کھیلتا ہوا مرد, بال سے کھیلتا ہوا مرد: جلد کی درمیانی -ہلکی رنگت, جلد کی درمیانی -ہلکی رنگت, مرد, میدان, کھیلنا
⛹🏽‍♂	بال, بال سے کھیلتا ہوا مرد, بال سے کھیلتا ہوا مرد: جلد کی درمیانی رنگت, جلد کی درمیانی رنگت, مرد, میدان, کھیلنا
⛹🏾‍♂	بال, بال سے کھیلتا ہوا مرد, بال سے کھیلتا ہوا مرد: جلد کی درمیانی سیاہ رنگت, جلد کی درمیانی سیاہ رنگت, مرد, میدان, کھیلنا
⛹🏿‍♂	بال, بال سے کھیلتا ہوا مرد, بال سے کھیلتا ہوا مرد: جلد کی سیاہ رنگت, جلد کی سیاہ رنگت, مرد, میدان, کھیلنا
⛹🏻‍♀	بال, بال سے کھیلتی ہوئی عورت, بال سے کھیلتی ہوئی عورت: جلد کی ہلکی رنگت, جلد کی ہلکی رنگت, عورت, میدان, کھیلنا
⛹🏼‍♀	بال, بال سے کھیلتی ہوئی عورت, بال سے کھیلتی ہوئی عورت: جلد کی درمیانی -ہلکی رنگت, جلد کی درمیانی -ہلکی رنگت, عورت, میدان, کھیلنا
⛹🏽‍♀	بال, بال سے کھیلتی ہوئی عورت, بال سے کھیلتی ہوئی عورت: جلد کی درمیانی رنگت, جلد کی درمیانی رنگت, عورت, میدان, کھیلنا
⛹🏾‍♀	بال, بال سے کھیلتی ہوئی عورت, بال سے کھیلتی ہوئی عورت: جلد کی درمیانی سیاہ رنگت, جلد کی درمیانی سیاہ رنگت, عورت, میدان, کھیلنا
⛹🏿‍♀	بال, بال سے کھیلتی ہوئی عورت, بال سے کھیلتی ہوئی عورت: جلد کی سیاہ رنگت, جلد کی سیاہ رنگت, عورت, میدان, کھیلنا
